Condition,Performance
V1O2,0.475
V2O2,0.45
V3O2,0.5
V4O2,0.575
V5O2,0.475
V6O2,0.4
V7O2,0.525
V8O2,0.425
V9O2,0.475
V10O2,0.475
V11O2,0.575
V12O2,0.36666666666666664
V12O1,0.9761904761904762
