Condition,Performance
V1O2,0.525
V2O2,0.5
V3O2,0.475
V4O2,0.4875
V5O2,0.4875
V6O2,0.525
V7O2,0.5
V8O2,0.4625
V9O2,0.5375
V10O2,0.475
V11O2,0.4875
V12O2,0.35
V1O1,0.8571428571428571
