Condition,Performance
V1O1,0.5078785860634372
V2O1,0.5153880052855706
V3O1,0.5183734939759036
V4O1,0.48242520008975986
V5O1,0.5287216209093557
V6O1,0.5432264489466937
V7O1,0.5221404303510758
V8O1,0.5613909898365271
V9O1,0.45138520294106216
V10O1,0.564859612529536
V11O1,0.4243756115117538
V12O1,0.40019617483197995
V12O2,0.9588235294117646
