Condition,Performance
V1O1,0.5278820203153203
V2O1,0.5371130000686033
V3O1,0.5145301631940852
V4O1,0.5695633187882589
V5O1,0.5024250464874787
V6O1,0.4749793587130762
V7O1,0.5602250075165836
V8O1,0.5031279083057129
V9O1,0.5366189952328566
V10O1,0.5916943783549335
V11O1,0.5010628869842011
V12O1,0.5958298477252385
V5O2,0.28839012669287895
