Condition,Performance
V1O2,0.5125
V2O2,0.4875
V3O2,0.475
V4O2,0.5
V5O2,0.5125
V6O2,0.525
V7O2,0.475
V8O2,0.5125
V9O2,0.5125
V10O2,0.5
V11O2,0.5
V12O2,0.625
V5O1,0.11904761904761904
