Condition,Performance
V1O1,0.475
V2O1,0.4
V3O1,0.5
V4O1,0.475
V5O1,0.45
V6O1,0.425
V7O1,0.525
V8O1,0.525
V9O1,0.5
V10O1,0.5
V11O1,0.425
V12O1,0.6333333333333333
V5O2,0.023809523809523808
