Condition,Performance
V1O2,0.625
V2O2,0.5736871508379888
V3O2,0.47120708748615725
V4O2,0.39841137123745823
V5O2,0.575
V6O2,0.4753103837471784
V7O2,0.5949688760520662
V8O2,0.55
V9O2,0.55
V10O2,0.4702595936794582
V11O2,0.55
V12O2,0.6655328798185941
V5O1,0.023809523809523808
