Condition,Performance
V1O1,0.35
V2O1,0.575
V3O1,0.45
V4O1,0.5125
V5O1,0.475
V6O1,0.525
V7O1,0.55
V8O1,0.5125
V9O1,0.525
V10O1,0.5
V11O1,0.4625
V12O1,0.6333333333333333
V1O2,0.023809523809523808
