Condition,Performance
V1O2,0.4
V2O2,0.5125
V3O2,0.5
V4O2,0.5375
V5O2,0.575
V6O2,0.5125
V7O2,0.475
V8O2,0.5375
V9O2,0.4125
V10O2,0.5
V11O2,0.5
V12O2,0.6166666666666667
V12O1,0.023809523809523808
