Condition,Performance
V1O2,0.425
V2O2,0.475
V3O2,0.4
V4O2,0.45
V5O2,0.55
V6O2,0.425
V7O2,0.525
V8O2,0.475
V9O2,0.6
V10O2,0.525
V11O2,0.55
V12O2,0.31666666666666665
V12O1,0.9761904761904762
