Condition,Performance
V1O1,0.5
V2O1,0.4
V3O1,0.575
V4O1,0.425
V5O1,0.5
V6O1,0.425
V7O1,0.45
V8O1,0.5
V9O1,0.625
V10O1,0.325
V11O1,0.55
V12O1,0.6333333333333333
V12O2,0.023809523809523808
