Condition,Performance
V1O2,0.805421844
V2O2,0.719332375
V3O2,0.768913725
V4O2,0.606115948
V5O2,0.46702304899999997
V6O2,0.717332105
V7O2,0.658818504
V8O2,0.550316039
V9O2,0.8248609
V10O2,0.650821121
V11O2,0.757071735
V12O2,0.601079212
VrestO2,0.9642857140000001
