Condition,Performance
V1O2,0.5
V2O2,0.057442565310826546
V3O2,0.27982310288169454
V4O2,0.05270869654394421
V5O2,0.4206427502123188
V6O2,0.12183720494400571
V7O2,0.10630674152985078
V8O2,0.41714538595779127
V9O2,0.5049476991691829
V10O2,0.02447771282390903
V11O2,0.03018938921100516
V12O2,0.35055106623074267
V5O1,0.9761904761904762
