Condition,Performance
V1O2,0.40085235164427946
V2O2,0.4742129876032279
V3O2,0.3624737260521801
V4O2,0.579931085904611
V5O2,0.4877990617311153
V6O2,0.3985789252016365
V7O2,0.4647207325802678
V8O2,0.6140974812680594
V9O2,0.3996400244094233
V10O2,0.49699299685438375
V11O2,0.5155191199061588
V12O2,0.33534794249944183
V12O1,0.7308023476065421
