Condition,Performance
V1O1,0.4041241990147162
V2O1,0.38457228484201716
V3O1,0.5994551830157857
V4O1,0.38005085152771645
V5O1,0.4238451837087361
V6O1,0.37151950572733006
V7O1,0.49410334787
V8O1,0.621813424223103
V9O1,0.4030234512543531
V10O1,0.580171880189926
V11O1,0.35831806922234744
V12O1,0.43316496367288126
V1O2,0.7220019382108234
