Condition,Performance
V1O1,0.46434328402526226
V2O1,0.35602322579937273
V3O1,0.4999492301183204
V4O1,0.3827205039808096
V5O1,0.46286730041200264
V6O1,0.20535749488658778
V7O1,0.3646924975115589
V8O1,0.8796801502249402
V9O1,0.2747876292057667
V10O1,0.4645999456120798
V11O1,0.3465451121195342
V12O1,0.3425285398468803
V12O2,0.8360424369038643
