Condition,Performance
V1O2,0.37097994096007836
V2O2,0.40748407049371227
V3O2,0.6351796429777173
V4O2,0.45043793692456446
V5O2,0.5244952178533475
V6O2,0.9098496742694827
V7O2,0.6847571206821715
V8O2,0.7317871725862755
V9O2,0.4183549672423389
V10O2,0.5599143563370439
V11O2,0.5187240846159252
V12O2,0.5308806292031856
V12O1,0.023809523809523808
