Condition,Performance
V1O1,0.475
V2O1,0.3755583965205573
V3O1,0.5
V4O1,0.39280257927951856
V5O1,0.5
V6O1,0.5034817351598173
V7O1,0.011844132803150156
V8O1,0.5
V9O1,0.5
V10O1,0.6490399634494931
V11O1,0.08160493630470958
V12O1,0.49483498470120046
V12O2,0.5492353810929789
