Condition,Performance
V1O1,0.5
V2O1,0.025
V3O1,0.5
V4O1,0.5
V5O1,0.5
V6O1,0.5
V7O1,0.5
V8O1,0.403181540692377
V9O1,0.5
V10O1,0.47386298444671093
V11O1,0.5
V12O1,0.5409696297569028
V5O2,0.6129232645141488
