Condition,Performance
V1O1,0.525
V2O1,0.225
V3O1,0.5
V4O1,0.24982658959537574
V5O1,0.5
V6O1,0.5
V7O1,0.5
V8O1,0.5
V9O1,0.5
V10O1,0.031191426280558498
V11O1,0.5
V12O1,0.4580901226605627
V1O2,0.6457439536753524
