Condition,Performance
V1O1,0.5
V2O1,0.2375
V3O1,0.25
V4O1,0.25
V5O1,0.5
V6O1,0.5
V7O1,0.25
V8O1,0.5
V9O1,0.5
V10O1,0.25
V11O1,0.25
V12O1,0.457930391408952
V5O2,0.38813511457745653
