Condition,Performance
V1O2,0.4
V2O2,0.45
V3O2,0.2875
V4O2,0.55
V5O2,0.4125
V6O2,0.375
V7O2,0.3548937410301438
V8O2,0.46390347575117125
V9O2,0.3375
V10O2,0.6125
V11O2,0.4805728667772991
V12O2,0.6362867359641854
V12O1,0.023809523809523808
