Condition,Performance
V1O2,0.5003686871045485
V2O2,0.505939242624566
V3O2,0.49982876712328766
V4O2,0.5003039513677812
V5O2,0.5008105537862704
V6O2,0.4995260663507109
V7O2,0.5287880153261869
V8O2,0.50032414910859
V9O2,0.4994897959183674
V10O2,0.4998926313619497
V11O2,0.49948453608247423
V12O2,0.3333391895093131
V1O1,0.9747023809523809
