Condition,Performance
V1O1,0.5027584002917607
V2O1,0.502946379967338
V3O1,0.47339450519935344
V4O1,0.6235895681174384
V5O1,0.268158167951151
V6O1,0.44866055846261066
V7O1,0.8046113970332252
V8O1,0.6012739412057603
V9O1,0.5032040269878948
V10O1,0.40746466815318066
V11O1,0.8113610681537617
V12O1,0.3268932994217667
V12O2,0.9761904761904762
